location,group_type,event_a,event_b,overlap_start,overlap_end,overlap_min,closures_in_pair,cascade_risk
"geo 12.918,77.589",geo,FKID005721,FKID005689,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005721,FKID005690,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005721,FKID005691,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005721,FKID005692,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005721,FKID005693,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005721,FKID005694,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005721,FKID005695,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005721,FKID005696,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005721,FKID005697,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005721,FKID005698,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005721,FKID005688,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005721,FKID004225,2024-01-16 23:43:53.409964,2024-01-17 00:18:15.118206,34.4,0,2.9
"geo 12.918,77.589",geo,FKID005722,FKID005723,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005722,FKID005724,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005722,FKID005725,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005722,FKID005726,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005722,FKID005727,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005722,FKID005728,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005722,FKID005729,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005722,FKID005702,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005722,FKID005701,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005722,FKID005700,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005722,FKID005699,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005722,FKID004226,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005722,FKID005678,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005722,FKID005679,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005722,FKID005680,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005722,FKID005681,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005722,FKID005682,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005722,FKID005683,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005722,FKID005684,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005722,FKID005730,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005722,FKID005686,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005722,FKID005687,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005722,FKID005685,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005722,FKID005689,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005722,FKID005690,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005722,FKID005691,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005722,FKID005692,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005722,FKID005693,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005722,FKID005694,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005722,FKID005695,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005722,FKID005696,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005722,FKID005697,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005722,FKID005698,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005722,FKID005688,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005722,FKID004225,2024-01-16 23:43:53.409964,2024-01-17 00:18:15.118206,34.4,0,2.9
"geo 12.918,77.589",geo,FKID005723,FKID005724,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005723,FKID005725,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005723,FKID005726,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005723,FKID005727,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005723,FKID005728,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005723,FKID005729,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005723,FKID005702,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005723,FKID005701,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005723,FKID005700,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005723,FKID005699,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005723,FKID004226,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005723,FKID005678,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005723,FKID005679,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005723,FKID005680,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005723,FKID005681,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005723,FKID005682,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005723,FKID005683,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005723,FKID005684,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005723,FKID005730,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005723,FKID005686,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005723,FKID005687,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005723,FKID005685,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005723,FKID005689,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005723,FKID005690,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005723,FKID005691,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005723,FKID005692,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005723,FKID005693,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005723,FKID005694,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005723,FKID005695,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005723,FKID005696,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005723,FKID005697,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005723,FKID005698,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005723,FKID005688,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005723,FKID004225,2024-01-16 23:43:53.409964,2024-01-17 00:18:15.118206,34.4,0,2.9
"geo 12.918,77.589",geo,FKID005724,FKID005725,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005724,FKID005726,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005724,FKID005727,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005724,FKID005728,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005724,FKID005729,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005724,FKID005702,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005724,FKID005701,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005724,FKID005700,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005724,FKID005699,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005724,FKID004226,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005724,FKID005678,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005724,FKID005679,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005724,FKID005680,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005724,FKID005681,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005724,FKID005682,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005724,FKID005683,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005724,FKID005684,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005724,FKID005730,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005724,FKID005686,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005724,FKID005687,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005724,FKID005685,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005724,FKID005689,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005724,FKID005690,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005724,FKID005691,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005724,FKID005692,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005724,FKID005693,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005724,FKID005694,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005724,FKID005695,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005724,FKID005696,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005724,FKID005697,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005724,FKID005698,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005724,FKID005688,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005724,FKID004225,2024-01-16 23:43:53.409964,2024-01-17 00:18:15.118206,34.4,0,2.9
"geo 12.918,77.589",geo,FKID005725,FKID005726,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005725,FKID005727,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005725,FKID005728,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005725,FKID005729,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005725,FKID005702,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005725,FKID005701,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005725,FKID005700,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005725,FKID005699,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005725,FKID004226,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005725,FKID005678,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005725,FKID005679,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005725,FKID005680,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005725,FKID005681,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005725,FKID005682,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005725,FKID005683,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005725,FKID005684,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005725,FKID005730,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005725,FKID005686,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005725,FKID005687,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005725,FKID005685,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005725,FKID005689,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005725,FKID005690,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005725,FKID005691,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005725,FKID005692,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005725,FKID005693,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005725,FKID005694,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005725,FKID005695,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005725,FKID005696,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005725,FKID005697,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005725,FKID005698,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005725,FKID005688,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005725,FKID004225,2024-01-16 23:43:53.409964,2024-01-17 00:18:15.118206,34.4,0,2.9
"geo 12.918,77.589",geo,FKID005726,FKID005727,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005726,FKID005728,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005726,FKID005729,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005726,FKID005702,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005726,FKID005701,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005726,FKID005700,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005726,FKID005699,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005726,FKID004226,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005726,FKID005678,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005726,FKID005679,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005726,FKID005680,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005726,FKID005681,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005726,FKID005682,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005726,FKID005683,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005726,FKID005684,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005726,FKID005730,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005726,FKID005686,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005726,FKID005687,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005726,FKID005685,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005726,FKID005689,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005726,FKID005690,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005726,FKID005691,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005726,FKID005692,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005726,FKID005693,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005726,FKID005694,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005726,FKID005695,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005726,FKID005696,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005726,FKID005697,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005726,FKID005698,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005726,FKID005688,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005726,FKID004225,2024-01-16 23:43:53.409964,2024-01-17 00:18:15.118206,34.4,0,2.9
"geo 12.918,77.589",geo,FKID005727,FKID005728,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005727,FKID005729,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005727,FKID005702,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005727,FKID005701,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005727,FKID005700,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005727,FKID005699,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005727,FKID004226,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005727,FKID005678,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005727,FKID005679,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005727,FKID005680,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005727,FKID005681,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005727,FKID005682,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005727,FKID005683,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005727,FKID005684,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005727,FKID005730,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005727,FKID005686,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005727,FKID005687,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005727,FKID005685,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005727,FKID005689,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005727,FKID005690,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005727,FKID005691,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005727,FKID005692,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005727,FKID005693,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005727,FKID005694,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
"geo 12.918,77.589",geo,FKID005727,FKID005695,2024-01-16 23:18:15.118206,2024-01-17 00:18:15.118206,60.0,0,3.5
